#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season
104,Travis Best,IND,5,84.0,29,11,22,0.5,1,6,0.167,6,7,0.857,3,8,11,9,6,0,10,10,1995-1996
105,Bobby Phills,CLE,3,96.0,29,13,35,0.371,2,10,0.2,1,4,0.25,5,9,14,6,2,1,5,4,1995-1996
106,Danny Ferry,CLE,3,117.0,29,14,41,0.341,1,16,0.063,0,0,0.0,1,14,15,9,3,2,4,13,1995-1996
107,Mark West,DET,3,78.0,28,11,21,0.524,0,0,0.0,6,13,0.462,6,10,16,1,1,1,2,12,1995-1996
108,Anthony Peeler,LAL,3,72.0,28,9,27,0.333,6,14,0.429,4,4,1.0,2,6,8,3,6,0,3,6,1995-1996
109,Greg Foster,UTA,12,76.0,28,11,22,0.5,0,0,0.0,6,10,0.6,6,6,12,2,1,2,5,16,1995-1996
110,Rex Chapman,MIA,3,88.0,27,12,28,0.429,3,13,0.231,0,0,0.0,0,6,6,5,3,0,1,6,1995-1996
111,Harvey Grant,POR,5,164.0,27,13,38,0.342,1,7,0.143,0,4,0.0,5,15,20,4,0,2,3,16,1995-1996
112,Cory Alexander,SAS,9,70.0,26,10,24,0.417,1,5,0.2,5,7,0.714,4,5,9,9,2,0,6,8,1995-1996
113,Donald Royal,ORL,7,92.0,25,7,12,0.583,0,0,0.0,11,16,0.688,4,7,11,1,0,1,2,7,1995-1996
114,Sasha Danilovic,MIA,3,60.0,25,9,18,0.5,4,10,0.4,3,3,1.0,1,0,1,4,1,0,3,8,1995-1996
115,Buck Williams,POR,5,133.0,24,9,23,0.391,1,2,0.5,5,7,0.714,13,12,25,1,1,4,5,18,1995-1996
116,Dontonio Wingfield,POR,5,62.0,24,8,21,0.381,6,10,0.6,2,6,0.333,10,4,14,4,0,0,3,10,1995-1996
117,Chris Mills,CLE,3,105.0,23,11,33,0.333,0,5,0.0,1,1,1.0,5,11,16,5,2,2,3,10,1995-1996
118,Tony Smith,MIA,3,61.0,22,9,19,0.474,4,10,0.4,0,0,0.0,3,1,4,8,4,0,3,7,1995-1996
119,Willie Anderson,NYK,4,64.0,21,7,22,0.318,1,6,0.167,6,7,0.857,2,7,9,1,4,0,6,10,1995-1996
120,Wayman Tisdale,PHX,4,67.0,21,10,30,0.333,0,0,0.0,1,2,0.5,3,1,4,2,1,1,1,7,1995-1996
121,Joe Wolf,ORL,11,85.0,20,8,23,0.348,1,3,0.333,3,4,0.75,1,5,6,2,1,0,4,19,1995-1996
122,Michael Cage,CLE,3,101.0,19,8,14,0.571,0,0,0.0,3,5,0.6,13,15,28,2,2,5,0,5,1995-1996
123,Michael Smith,SAC,4,87.0,19,7,12,0.583,0,0,0.0,5,11,0.455,7,15,22,8,1,2,2,14,1995-1996
124,A.C. Green,PHX,4,87.0,19,6,17,0.353,0,3,0.0,7,8,0.875,6,12,18,2,1,0,2,7,1995-1996
125,David Wingate,SEA,13,68.0,19,7,16,0.438,1,2,0.5,4,4,1.0,1,2,3,0,0,0,4,16,1995-1996
126,Chris Gatling,MIA,3,68.0,18,6,22,0.273,0,0,0.0,6,12,0.5,10,14,24,1,2,0,8,8,1995-1996
127,Duane Ferrell,IND,5,69.0,18,7,19,0.368,0,0,0.0,4,8,0.5,6,3,9,3,4,0,4,10,1995-1996
128,Chris Dudley,POR,5,92.0,14,5,13,0.385,0,0,0.0,4,6,0.667,9,18,27,1,2,2,4,18,1995-1996
129,Walt Williams,MIA,3,70.0,14,6,18,0.333,1,9,0.111,1,2,0.5,3,9,12,5,1,1,3,4,1995-1996
130,John Salley,CHI,16,85.0,14,6,11,0.545,0,0,0.0,2,7,0.286,4,7,11,6,1,2,4,25,1995-1996
131,Kurt Thomas,MIA,3,60.0,12,4,10,0.4,0,0,0.0,4,4,1.0,4,12,16,3,2,1,5,13,1995-1996
132,Jon Koncak,ORL,12,140.0,11,4,7,0.571,0,0,0.0,3,7,0.429,8,15,23,3,5,4,3,39,1995-1996
1,Hakeem Olajuwon,HOU,22,929.0,725,306,576,0.531,2,4,0.5,111,163,0.681,44,183,227,98,26,62,72,95,1994-1995
2,Shaquille O'Neal,ORL,21,805.0,539,195,338,0.577,0,0,0.0,149,261,0.571,95,155,250,70,18,40,73,84,1994-1995
3,Clyde Drexler,HOU,22,849.0,450,155,322,0.481,30,99,0.303,110,140,0.786,45,109,154,111,33,15,45,68,1994-1995
4,Reggie Miller,IND,17,641.0,434,138,290,0.476,54,128,0.422,104,121,0.86,9,52,61,36,15,4,39,35,1994-1995
5,Penny Hardaway,ORL,21,849.0,412,144,305,0.472,40,99,0.404,84,111,0.757,30,49,79,162,40,15,73,70,1994-1995
6,David Robinson,SAS,15,623.0,380,129,289,0.446,1,5,0.2,121,149,0.812,57,125,182,47,22,39,56,63,1994-1995
7,Rik Smits,IND,17,546.0,341,127,232,0.547,1,1,1.0,86,107,0.804,32,87,119,34,5,14,34,73,1994-1995
8,Michael Jordan,CHI,10,420.0,315,120,248,0.484,11,30,0.367,64,79,0.81,20,45,65,45,23,14,41,30,1994-1995
9,Dennis Scott,ORL,21,746.0,308,109,264,0.413,56,151,0.371,34,40,0.85,9,54,63,45,22,5,33,62,1994-1995
10,Nick Anderson,ORL,21,814.0,298,107,239,0.448,41,107,0.383,43,63,0.683,21,79,100,65,33,10,30,49,1994-1995
11,Robert Horry,HOU,22,831.0,288,93,209,0.445,44,110,0.4,58,78,0.744,40,115,155,76,32,26,22,69,1994-1995
12,Horace Grant,ORL,21,869.0,287,121,224,0.54,0,2,0.0,45,59,0.763,74,145,219,39,21,24,26,68,1994-1995
13,Sean Elliott,SAS,15,574.0,260,87,200,0.435,20,55,0.364,66,85,0.776,23,49,72,40,10,7,27,38,1994-1995
14,Charles Barkley,PHX,10,390.0,257,91,182,0.5,9,35,0.257,66,90,0.733,39,95,134,32,13,11,26,28,1994-1995
15,Kevin Johnson,PHX,10,371.0,248,86,150,0.573,5,10,0.5,71,84,0.845,7,34,41,93,9,4,34,25,1994-1995
16,Sam Cassell,HOU,22,485.0,243,74,169,0.438,24,60,0.4,71,85,0.835,8,34,42,89,21,2,33,66,1994-1995
17,Kenny Smith,HOU,22,652.0,238,78,178,0.438,46,104,0.442,36,40,0.9,7,42,49,99,14,3,31,46,1994-1995
18,Avery Johnson,SAS,15,575.0,218,91,176,0.517,0,1,0.0,36,58,0.621,9,23,32,125,20,6,30,29,1994-1995
19,Derrick McKey,IND,17,592.0,217,76,174,0.437,11,35,0.314,54,62,0.871,29,52,81,64,17,11,36,65,1994-1995
20,Patrick Ewing,NYK,11,399.0,209,80,156,0.513,1,3,0.333,48,70,0.686,17,89,106,27,6,25,30,51,1994-1995
21,Mario Elie,HOU,22,635.0,201,69,137,0.504,28,65,0.431,35,44,0.795,19,43,62,54,21,1,21,55,1994-1995
22,Nick Van Exel,LAL,10,464.0,200,67,162,0.414,21,66,0.318,45,59,0.763,9,29,38,73,21,3,22,33,1994-1995
23,Scottie Pippen,CHI,10,396.0,178,58,131,0.443,14,38,0.368,48,71,0.676,24,62,86,58,14,10,27,40,1994-1995
24,John Starks,NYK,11,380.0,172,58,129,0.45,30,73,0.411,26,42,0.619,2,23,25,56,13,1,26,40,1994-1995
25,Mark Jackson,IND,17,554.0,168,59,130,0.454,16,40,0.4,34,46,0.739,27,62,89,122,15,0,41,34,1994-1995
26,Derek Harper,NYK,11,388.0,157,56,109,0.514,27,47,0.574,18,24,0.75,5,33,38,62,11,1,26,29,1994-1995
27,Elden Campbell,LAL,10,376.0,157,64,132,0.485,0,0,0.0,29,44,0.659,26,47,73,16,4,30,15,44,1994-1995
28,Vlade Divac,LAL,10,388.0,156,57,122,0.467,2,9,0.222,40,62,0.645,34,51,85,31,8,13,28,44,1994-1995
29,Karl Malone,UTA,5,216.0,151,48,103,0.466,1,3,0.333,54,78,0.692,15,51,66,19,7,2,14,18,1994-1995
30,Charles Oakley,NYK,11,421.0,144,49,109,0.45,4,10,0.4,42,51,0.824,31,62,93,41,19,6,24,42,1994-1995
31,Cedric Ceballos,LAL,10,340.0,142,48,126,0.381,18,50,0.36,28,38,0.737,11,50,61,18,12,7,21,21,1994-1995
32,Toni Kukoc,CHI,10,372.0,138,53,111,0.477,14,32,0.438,18,26,0.692,20,48,68,57,10,2,19,23,1994-1995
33,Brian Shaw,ORL,21,355.0,138,48,123,0.39,22,57,0.386,20,32,0.625,17,45,62,66,11,4,26,49,1994-1995
34,Dale Davis,IND,17,490.0,135,56,105,0.533,0,0,0.0,23,47,0.489,53,83,136,6,7,14,22,56,1994-1995
35,Vinny Del Negro,SAS,15,382.0,131,51,118,0.432,9,20,0.45,20,24,0.833,4,28,32,37,8,2,16,23,1994-1995
36,A.C. Green,PHX,10,368.0,128,36,78,0.462,1,12,0.083,55,63,0.873,38,82,120,13,6,2,10,22,1994-1995
37,Dennis Rodman,SAS,14,459.0,124,52,96,0.542,0,5,0.0,20,35,0.571,69,138,207,18,12,0,25,51,1994-1995
38,Charles Daniel Smith,NYK,11,303.0,119,51,95,0.537,0,2,0.0,17,30,0.567,20,22,42,13,13,17,24,44,1994-1995
39,Doc Rivers,SAS,15,318.0,117,37,95,0.389,17,46,0.37,26,31,0.839,3,26,29,24,14,9,15,40,1994-1995
40,Anthony Mason,NYK,11,352.0,105,31,51,0.608,0,1,0.0,43,69,0.623,23,45,68,24,6,6,26,28,1994-1995
41,B.J. Armstrong,CHI,10,288.0,103,36,79,0.456,13,29,0.448,18,22,0.818,4,14,18,27,6,0,6,21,1994-1995
42,Byron Scott,IND,17,298.0,103,32,94,0.34,9,34,0.265,30,34,0.882,5,20,25,16,10,1,22,30,1994-1995
43,Antonio Davis,IND,17,367.0,101,32,71,0.451,0,0,0.0,37,59,0.627,38,59,97,7,9,11,23,61,1994-1995
44,Shawn Kemp,SEA,4,160.0,99,33,57,0.579,1,1,1.0,32,39,0.821,17,31,48,11,8,7,15,17,1994-1995
45,Wesley Person,PHX,10,247.0,96,34,83,0.41,17,45,0.378,11,12,0.917,9,12,21,11,3,2,9,19,1994-1995
46,Chucky Brown,HOU,21,336.0,94,34,76,0.447,1,2,0.5,25,37,0.676,20,45,65,7,9,2,12,46,1994-1995
47,J.R. Reid,SAS,15,209.0,91,29,59,0.492,0,0,0.0,33,39,0.846,14,28,42,9,7,4,15,36,1994-1995
48,Pete Chilcutt,HOU,20,323.0,90,31,64,0.484,14,36,0.389,14,17,0.824,15,43,58,18,7,4,11,39,1994-1995
49,John Stockton,UTA,5,193.0,89,34,74,0.459,8,20,0.4,13,17,0.765,6,11,17,51,7,1,14,13,1994-1995
50,Anthony Peeler,LAL,10,268.0,89,32,79,0.405,8,31,0.258,17,22,0.773,8,20,28,25,10,2,12,23,1994-1995
51,Alonzo Mourning,CHA,4,174.0,88,24,57,0.421,4,8,0.5,36,43,0.837,14,39,53,11,3,13,14,17,1994-1995
52,Eddie Jones,LAL,10,286.0,87,30,80,0.375,12,27,0.444,15,21,0.714,7,25,32,20,8,9,17,27,1994-1995
53,Larry Johnson,CHA,4,172.0,83,31,65,0.477,1,9,0.111,20,25,0.8,10,13,23,11,4,2,6,7,1994-1995
54,Dan Majerle,PHX,10,301.0,82,27,73,0.37,16,44,0.364,12,17,0.706,8,23,31,17,14,3,9,24,1994-1995
55,Haywoode Workman,IND,17,272.0,77,24,67,0.358,2,18,0.111,27,32,0.844,5,23,28,45,11,0,15,45,1994-1995
56,Dominique Wilkins,BOS,4,150.0,76,26,61,0.426,8,17,0.471,16,18,0.889,17,26,43,8,2,3,9,7,1994-1995
57,Dee Brown,BOS,4,172.0,75,26,62,0.419,9,26,0.346,14,16,0.875,6,14,20,19,5,1,7,13,1994-1995
58,Detlef Schrempf,SEA,4,153.0,75,23,57,0.404,10,18,0.556,19,24,0.792,2,17,19,12,3,2,11,12,1994-1995
59,Chuck Person,SAS,15,258.0,75,27,77,0.351,13,45,0.289,8,11,0.727,2,25,27,8,4,7,6,22,1994-1995
60,Wayman Tisdale,PHX,10,170.0,73,32,71,0.451,0,1,0.0,9,14,0.643,6,24,30,11,0,4,5,32,1994-1995
61,Gary Payton,SEA,4,172.0,71,32,67,0.478,2,10,0.2,5,12,0.417,6,4,10,21,5,0,8,13,1994-1995
62,Rod Strickland,POR,3,126.0,70,27,65,0.415,2,5,0.4,14,18,0.778,1,11,12,37,3,2,10,11,1994-1995
63,Jeff Hornacek,UTA,5,178.0,70,26,51,0.51,7,13,0.538,11,14,0.786,3,3,6,20,8,1,7,19,1994-1995
64,Sam Mitchell,IND,17,223.0,68,23,64,0.359,0,2,0.0,22,28,0.786,17,31,48,6,3,1,14,41,1994-1995
65,Joe Kleine,PHX,10,167.0,63,31,54,0.574,1,2,0.5,0,0,0.0,8,23,31,8,5,3,6,35,1994-1995
66,Elliot Perry,PHX,9,106.0,62,20,42,0.476,2,5,0.4,20,25,0.8,3,7,10,12,5,0,9,8,1994-1995
67,Mark Price,CLE,4,137.0,60,12,40,0.3,4,17,0.235,32,33,0.97,2,10,12,26,6,0,18,5,1994-1995
68,Danny Ainge,PHX,10,137.0,60,19,38,0.5,12,26,0.462,10,11,0.909,2,8,10,10,5,0,6,15,1994-1995
69,Sherman Douglas,BOS,4,168.0,60,24,68,0.353,4,12,0.333,8,11,0.727,4,16,20,33,4,1,17,12,1994-1995
70,Dino Radja,BOS,4,153.0,60,20,50,0.4,0,0,0.0,20,28,0.714,4,24,28,9,4,5,9,19,1994-1995
71,David Benoit,UTA,5,167.0,59,21,45,0.467,11,25,0.44,6,9,0.667,7,21,28,4,2,4,10,10,1994-1995
72,Terry Cummings,SAS,15,135.0,58,18,48,0.375,0,1,0.0,22,30,0.733,12,19,31,4,5,1,10,25,1994-1995
73,Bobby Phills,CLE,4,152.0,57,19,43,0.442,4,7,0.571,15,20,0.75,3,8,11,6,9,0,9,8,1994-1995
74,Steve Smith,ATL,3,108.0,57,17,43,0.395,7,18,0.389,16,19,0.842,1,7,8,6,6,1,3,14,1994-1995
75,Luc Longley,CHI,10,204.0,56,24,50,0.48,0,0,0.0,8,10,0.8,6,26,32,11,7,5,10,41,1994-1995
76,Anthony Bowie,ORL,17,118.0,55,21,42,0.5,5,7,0.714,8,9,0.889,4,8,12,18,1,1,8,23,1994-1995
77,Sam Perkins,SEA,4,141.0,54,21,48,0.438,10,22,0.455,2,2,1.0,6,25,31,13,3,5,9,12,1994-1995
78,Mookie Blaylock,ATL,3,121.0,54,18,49,0.367,11,28,0.393,7,11,0.636,7,6,13,17,4,0,9,6,1994-1995
79,Chris Mills,CLE,4,139.0,53,20,37,0.541,8,14,0.571,5,5,1.0,2,13,15,11,3,2,6,18,1994-1995
80,Steve Kerr,CHI,10,193.0,51,19,40,0.475,8,19,0.421,5,5,1.0,1,5,6,15,1,0,0,14,1994-1995
81,Dell Curry,CHA,4,107.0,51,16,34,0.471,9,21,0.429,10,11,0.909,5,4,9,6,0,0,6,11,1994-1995
82,Will Perdue,CHI,10,176.0,50,19,37,0.514,0,0,0.0,12,21,0.571,18,30,48,6,1,3,10,27,1994-1995
83,Bryant Stith,DEN,3,85.0,50,17,32,0.531,1,6,0.167,15,19,0.789,3,6,9,7,1,1,0,7,1994-1995
84,Jeff Turner,ORL,18,179.0,49,17,40,0.425,11,22,0.5,4,4,1.0,4,21,25,11,4,3,6,44,1994-1995
85,Antoine Carr,UTA,5,114.0,48,14,31,0.452,0,0,0.0,20,24,0.833,3,12,15,7,3,5,4,26,1994-1995
86,Bill Wennington,CHI,10,133.0,48,21,51,0.412,0,0,0.0,6,6,1.0,12,16,28,3,3,3,8,32,1994-1995
87,Greg Anthony,NYK,11,135.0,47,15,38,0.395,7,23,0.304,10,11,0.909,2,8,10,15,2,2,6,27,1994-1995
88,Cliff Robinson,POR,3,119.0,47,17,47,0.362,4,17,0.235,9,16,0.563,7,12,19,8,2,1,8,13,1994-1995
89,Hubert Davis,NYK,11,184.0,46,17,48,0.354,10,27,0.37,2,2,1.0,0,7,7,10,1,5,9,20,1994-1995
90,Hersey Hawkins,CHA,4,130.0,45,13,32,0.406,4,13,0.308,15,17,0.882,5,16,21,8,6,2,9,13,1994-1995
91,George Lynch,LAL,10,136.0,44,15,32,0.469,1,5,0.2,13,20,0.65,13,17,30,7,8,0,9,22,1994-1995
92,Harvey Grant,POR,3,115.0,43,14,28,0.5,5,9,0.556,10,16,0.625,3,13,16,6,3,2,4,6,1994-1995
93,Grant Long,ATL,3,110.0,41,14,28,0.5,0,1,0.0,13,18,0.722,13,21,34,4,4,1,8,11,1994-1995
94,Mahmoud Abdul-Rauf,DEN,3,76.0,40,12,33,0.364,2,12,0.167,14,14,1.0,2,3,5,5,2,0,8,8,1994-1995
95,Danny Ferry,CLE,4,67.0,38,13,25,0.52,8,15,0.533,4,6,0.667,0,3,3,6,2,0,0,9,1994-1995
96,Jerome Kersey,POR,3,63.0,38,16,28,0.571,0,2,0.0,6,9,0.667,2,6,8,3,3,1,0,11,1994-1995
97,Donald Royal,ORL,18,198.0,37,11,33,0.333,0,0,0.0,15,20,0.75,6,13,19,9,3,0,13,22,1994-1995
98,Dale Ellis,DEN,3,73.0,36,10,28,0.357,4,13,0.308,12,13,0.923,6,8,14,3,2,1,2,6,1994-1995
99,Muggsy Bogues,CHA,4,145.0,34,14,45,0.311,1,3,0.333,5,5,1.0,3,3,6,25,4,0,9,8,1994-1995
100,Tyrone Corbin,ATL,3,79.0,34,12,26,0.462,2,6,0.333,8,9,0.889,6,4,10,2,2,1,2,10,1994-1995
101,Tyrone Hill,CLE,4,139.0,34,9,29,0.31,0,1,0.0,16,25,0.64,8,15,23,3,7,1,10,18,1994-1995
102,David Wingate,CHA,4,73.0,32,13,27,0.481,2,6,0.333,4,6,0.667,3,3,6,15,4,0,4,14,1994-1995
103,Tom Chambers,UTA,5,60.0,32,11,22,0.5,1,3,0.333,9,13,0.692,3,10,13,2,2,0,3,18,1994-1995
104,Otis Thorpe,POR,3,66.0,31,12,21,0.571,0,0,0.0,7,10,0.7,5,8,13,2,0,0,3,12,1994-1995
105,Andrew Lang,ATL,3,101.0,31,12,28,0.429,0,0,0.0,7,9,0.778,3,9,12,1,2,2,6,12,1994-1995
106,Jalen Rose,DEN,3,99.0,30,13,28,0.464,1,4,0.25,3,5,0.6,4,7,11,18,3,2,9,9,1994-1995
107,Vincent Askew,SEA,4,93.0,30,12,29,0.414,4,5,0.8,2,3,0.667,11,4,15,8,3,0,3,14,1994-1995
108,Danny Schayes,PHX,10,146.0,29,11,29,0.379,0,1,0.0,7,8,0.875,4,16,20,8,3,3,8,38,1994-1995
109,Hot Rod Williams,CLE,4,144.0,27,12,42,0.286,0,1,0.0,3,8,0.375,3,22,25,11,9,3,10,11,1994-1995
110,Duane Ferrell,IND,10,85.0,27,8,24,0.333,1,2,0.5,10,16,0.625,8,3,11,13,0,2,10,10,1994-1995
111,Rodney Rogers,DEN,3,76.0,26,12,22,0.545,1,4,0.25,1,4,0.25,1,11,12,5,3,4,5,13,1994-1995
112,Reggie Williams,DEN,3,84.0,26,8,36,0.222,4,13,0.308,6,6,1.0,5,11,16,12,3,1,3,11,1994-1995
113,Buck Williams,POR,3,103.0,25,9,15,0.6,0,0,0.0,7,11,0.636,8,11,19,1,4,2,4,14,1994-1995
114,Kendall Gill,SEA,4,72.0,25,9,25,0.36,2,8,0.25,5,8,0.625,1,3,4,10,4,1,4,6,1994-1995
115,Pervis Ellison,BOS,4,68.0,24,11,19,0.579,0,0,0.0,2,2,1.0,11,6,17,2,2,5,4,17,1994-1995
116,Sam Bowie,LAL,10,135.0,21,8,30,0.267,0,0,0.0,5,5,1.0,13,20,33,3,1,9,6,25,1994-1995
117,Jud Buechler,CHI,10,104.0,20,9,21,0.429,0,2,0.0,2,4,0.5,11,9,20,5,4,3,3,15,1994-1995
118,Willie Anderson,SAS,11,97.0,20,9,20,0.45,0,1,0.0,2,3,0.667,5,7,12,10,5,0,8,12,1994-1995
119,Nate McMillan,SEA,4,113.0,19,8,23,0.348,1,8,0.125,2,2,1.0,7,11,18,29,10,2,7,13,1994-1995
120,Adam Keefe,UTA,4,69.0,18,7,12,0.583,0,0,0.0,4,6,0.667,8,9,17,2,5,1,0,4,1994-1995
121,Dikembe Mutombo,DEN,3,84.0,18,6,10,0.6,0,0,0.0,6,9,0.667,4,15,19,1,0,7,7,15,1994-1995
122,Michael Cage,CLE,4,81.0,16,8,18,0.444,0,1,0.0,0,2,0.0,8,8,16,3,2,4,1,9,1994-1995
123,Charles A. Jones,HOU,19,237.0,14,5,13,0.385,0,1,0.0,4,12,0.333,12,32,44,0,4,10,5,55,1994-1995
124,Robert Parish,CHA,4,71.0,14,6,11,0.545,0,0,0.0,2,5,0.4,4,5,9,1,0,3,2,2,1994-1995
125,James Donaldson,UTA,5,76.0,14,5,6,0.833,0,0,0.0,4,4,1.0,3,6,9,0,0,3,2,8,1994-1995
126,Pete Myers,CHI,9,79.0,13,5,14,0.357,1,2,0.5,2,6,0.333,6,4,10,8,4,1,4,10,1994-1995
127,Eric Montross,BOS,4,62.0,13,5,11,0.455,0,0,0.0,3,6,0.5,7,2,9,0,0,0,8,13,1994-1995
128,Derek Strong,BOS,4,81.0,11,4,12,0.333,0,0,0.0,3,6,0.5,13,11,24,3,3,1,5,7,1994-1995
129,Tree Rollins,ORL,14,81.0,7,3,5,0.6,0,0,0.0,1,4,0.25,4,2,6,0,0,6,4,19,1994-1995
1,Hakeem Olajuwon,HOU,23,989.0,664,267,514,0.519,2,4,0.5,128,161,0.795,55,199,254,98,40,92,83,82,1993-1994
2,Patrick Ewing,NYK,25,1032.0,547,210,481,0.437,4,11,0.364,123,163,0.755,88,205,293,65,32,76,83,94,1993-1994
3,Karl Malone,UTA,16,703.0,434,158,338,0.467,0,4,0.0,118,160,0.738,52,146,198,54,23,13,34,59,1993-1994
4,Reggie Miller,IND,16,576.0,371,121,270,0.448,35,83,0.422,94,112,0.839,11,37,48,46,21,4,30,34,1993-1994
5,John Starks,NYK,25,840.0,364,110,289,0.381,47,132,0.356,97,126,0.77,9,49,58,114,35,2,57,86,1993-1994
6,Charles Oakley,NYK,25,992.0,329,125,262,0.477,0,0,0.0,79,102,0.775,116,176,292,59,35,5,65,87,1993-1994
7,Vernon Maxwell,HOU,23,880.0,318,118,314,0.376,45,138,0.326,37,54,0.685,12,69,81,96,20,2,49,55,1993-1994
8,Charles Barkley,PHX,10,425.0,276,110,216,0.509,14,40,0.35,42,55,0.764,34,96,130,48,25,9,27,26,1993-1994
9,Robert Horry,HOU,23,778.0,269,98,226,0.434,34,89,0.382,39,51,0.765,41,100,141,82,35,20,27,68,1993-1994
10,Kevin Johnson,PHX,10,427.0,266,97,212,0.458,3,10,0.3,69,81,0.852,10,25,35,96,10,1,34,23,1993-1994
11,Derek Harper,NYK,23,750.0,263,99,231,0.429,29,85,0.341,36,56,0.643,13,41,54,103,42,1,41,63,1993-1994
12,Otis Thorpe,HOU,23,854.0,261,111,194,0.572,1,2,0.5,38,67,0.567,68,160,228,54,13,10,37,86,1993-1994
13,Rik Smits,IND,16,450.0,256,103,218,0.472,0,0,0.0,50,62,0.806,23,61,84,31,10,9,43,64,1993-1994
14,Kenny Smith,HOU,23,696.0,248,86,189,0.455,34,76,0.447,42,52,0.808,5,49,54,94,22,4,33,40,1993-1994
15,Jeff Hornacek,UTA,16,558.0,247,85,179,0.475,15,34,0.441,62,68,0.912,11,28,39,64,24,6,28,45,1993-1994
16,John Stockton,UTA,16,597.0,231,88,193,0.456,4,24,0.167,51,63,0.81,14,38,52,157,27,8,41,44,1993-1994
17,Scottie Pippen,CHI,10,384.0,228,85,196,0.434,12,45,0.267,46,52,0.885,17,66,83,46,24,7,37,33,1993-1994
18,Charles Daniel Smith,NYK,25,612.0,221,85,177,0.48,0,3,0.0,51,70,0.729,34,61,95,25,12,24,32,92,1993-1994
19,Danny Manning,ATL,11,426.0,220,84,172,0.488,0,0,0.0,52,66,0.788,28,49,77,37,15,9,26,39,1993-1994
20,Sam Cassell,HOU,22,478.0,207,63,160,0.394,17,45,0.378,64,74,0.865,19,40,59,93,21,5,47,62,1993-1994
21,Anthony Mason,NYK,25,660.0,189,67,137,0.489,0,0,0.0,55,77,0.714,53,93,146,46,15,5,36,66,1993-1994
22,LaPhonso Ellis,DEN,12,436.0,177,68,142,0.479,3,6,0.5,38,54,0.704,27,70,97,26,9,11,19,46,1993-1994
23,Reggie Williams,DEN,12,405.0,171,62,149,0.416,20,50,0.4,27,35,0.771,18,43,61,42,9,12,29,53,1993-1994
24,Horace Grant,CHI,10,393.0,162,65,120,0.542,1,1,1.0,31,42,0.738,30,44,74,26,10,18,10,23,1993-1994
25,Dikembe Mutombo,DEN,12,511.0,159,50,108,0.463,0,0,0.0,59,98,0.602,40,104,144,21,8,69,30,42,1993-1994
26,Derrick McKey,IND,16,587.0,155,58,142,0.408,8,24,0.333,31,47,0.66,32,66,98,67,26,9,40,59,1993-1994
27,Mahmoud Abdul-Rauf,DEN,12,339.0,155,57,154,0.37,12,37,0.324,29,31,0.935,3,15,18,30,5,1,14,29,1993-1994
28,B.J. Armstrong,CHI,10,360.0,153,55,106,0.519,7,12,0.583,36,44,0.818,2,22,24,25,8,0,9,21,1993-1994
29,Mookie Blaylock,ATL,11,415.0,143,48,141,0.34,22,64,0.344,25,30,0.833,16,39,55,98,24,5,32,22,1993-1994
30,Robert Pack,DEN,12,332.0,141,48,118,0.407,6,20,0.3,39,55,0.709,5,23,28,51,18,6,46,41,1993-1994
31,Bryant Stith,DEN,12,413.0,136,43,102,0.422,0,1,0.0,50,60,0.833,23,33,56,26,11,2,14,23,1993-1994
32,Antonio Davis,IND,16,401.0,135,48,89,0.539,1,1,1.0,38,68,0.559,37,69,106,7,11,18,22,47,1993-1994
33,Kevin Willis,ATL,11,362.0,134,59,129,0.457,0,5,0.0,16,21,0.762,38,81,119,11,8,5,19,37,1993-1994
34,Mario Elie,HOU,23,382.0,134,42,106,0.396,10,32,0.313,40,47,0.851,9,31,40,38,8,3,21,30,1993-1994
35,Haywoode Workman,IND,16,511.0,128,45,131,0.344,6,21,0.286,32,38,0.842,11,40,51,112,28,1,38,40,1993-1994
36,Felton Spencer,UTA,16,492.0,127,47,105,0.448,0,0,0.0,33,50,0.66,61,74,135,7,3,20,24,73,1993-1994
37,A.C. Green,PHX,10,350.0,125,40,83,0.482,7,17,0.412,38,62,0.613,29,55,84,13,10,2,7,22,1993-1994
38,Craig Ehlo,ATL,11,317.0,125,50,118,0.424,8,23,0.348,17,24,0.708,11,19,30,40,11,0,13,32,1993-1994
39,Byron Scott,IND,16,239.0,125,38,96,0.396,9,19,0.474,40,51,0.784,10,23,33,20,12,2,25,22,1993-1994
40,Dale Davis,IND,16,578.0,123,56,106,0.528,0,1,0.0,11,36,0.306,63,96,159,11,18,17,30,52,1993-1994
41,Dan Majerle,PHX,10,410.0,123,46,127,0.362,20,59,0.339,11,16,0.688,15,28,43,24,11,4,10,23,1993-1994
42,Greg Anthony,NYK,25,436.0,122,45,128,0.352,18,61,0.295,14,24,0.583,9,18,27,59,19,8,31,55,1993-1994
43,Hubert Davis,NYK,23,396.0,121,44,121,0.364,10,35,0.286,23,32,0.719,5,16,21,26,5,3,23,43,1993-1994
44,Stacey Augmon,ATL,11,324.0,119,46,89,0.517,0,0,0.0,27,38,0.711,13,16,29,28,7,2,15,26,1993-1994
45,Jay Humphries,UTA,16,356.0,118,46,108,0.426,7,22,0.318,19,28,0.679,8,29,37,39,13,2,16,45,1993-1994
46,David Benoit,UTA,16,357.0,115,48,122,0.393,3,16,0.188,16,25,0.64,23,44,67,10,7,11,16,31,1993-1994
